car_name,year,selling_price,kms_driven,fuel_type,seller_type,transmission,owner
Mercedes-Benz GLA Class 200 CDI,2016,1850000,40000,Diesel,Individual,Automatic,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,685000,109000,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI Windsong Limited edition,2015,565000,114000,Diesel,Dealer,Manual,First Owner
Skoda Octavia Elegance 1.8 TSI AT,2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner
Hyundai Grand i10 CRDi Asta Option,2014,395000,160000,Diesel,Dealer,Manual,Third Owner
Hyundai i20 Sportz 1.4 CRDi,2013,425000,101000,Diesel,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner
Renault KWID AMT RXL,2018,535000,31000,Petrol,Dealer,Automatic,First Owner
Renault KWID 1.0 RXT Optional,2018,500000,31000,Petrol,Dealer,Manual,First Owner
Hyundai Verna 1.6 SX,2014,700000,117000,Diesel,Dealer,Manual,First Owner
BMW 3 Series 320d Luxury Line,2010,1100000,102000,Diesel,Dealer,Automatic,First Owner
Volkswagen Passat 2.0 TDI AT Highline,2012,900000,108000,Diesel,Dealer,Automatic,First Owner
Maruti Wagon R VXI 1.2,2015,425000,75000,Petrol,Dealer,Manual,First Owner
Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,1600000,74000,Diesel,Dealer,Automatic,First Owner
Ford Figo Titanium Diesel,2013,325000,158000,Diesel,Dealer,Manual,First Owner
Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner
Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,10000,Diesel,Individual,Automatic,First Owner
Tata Hexa XE,2017,980000,53000,Diesel,Individual,Manual,First Owner
Jeep Compass 2.0 Limited Option 4X4,2017,1920000,20000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.0 TSI Highline Plus,2020,808000,5000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VXI,2014,550000,30000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2010,215000,64000,Petrol,Individual,Manual,First Owner
Ford Figo 1.2P Titanium Opt MT,2016,512000,10500,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2011,215000,50000,Petrol,Individual,Manual,Second Owner
Skoda Rapid 1.6 TDI Elegance,2012,500000,60000,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI Elegance Black Package,2015,700000,35000,Diesel,Individual,Manual,First Owner
Tata Safari DICOR 2.2 LX 4x2,2012,525000,135000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio LX BSIV,2011,550000,70000,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi,2016,750000,80000,Diesel,Individual,Manual,First Owner
Maruti Celerio X VXI Option BSIV,2017,395000,25000,Petrol,Individual,Manual,First Owner
Hyundai i20 2015-2017 Sportz 1.2,2017,675000,5000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2008,140000,80000,Petrol,Individual,Manual,Third Owner
Mahindra Scorpio VLX 2WD BSIV,2011,430000,120000,Diesel,Individual,Manual,Second Owner
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner
Maruti Wagon R LXI BS IV,2014,300000,10000,Petrol,Individual,Manual,First Owner
Chevrolet Sail Hatchback Diesel,2013,355000,68000,Diesel,Individual,Manual,First Owner
Tata Manza ELAN Quadrajet BS III,2011,250000,70000,Diesel,Individual,Manual,First Owner
Tata Indica GLS BS IV,2007,125000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2006,150000,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL,2006,95000,60898,Petrol,Individual,Manual,First Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,810000,29700,Diesel,Individual,Manual,First Owner
Hyundai i20 1.4 Magna AT,2018,671000,20000,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 VXI,2018,295000,20000,Petrol,Individual,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,2017,850000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift ZDi,2013,409999,90000,Diesel,Individual,Manual,First Owner
Maruti Ertiga VXI,2015,600000,90000,Petrol,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2013,550000,56000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio EX,2014,650000,50000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio 2009-2014 EX 2WD 9S,2014,655000,50000,Diesel,Individual,Manual,Second Owner
Tata Sumo GX 7 Str BSII,2006,130000,74000,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,2014,400000,123000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 LXI,2007,250000,60000,Petrol,Individual,Manual,Third Owner
Maruti Alto LXi,2009,155000,54000,Petrol,Individual,Manual,First Owner
Tata Indigo CS eGLS BS IV,2013,250000,50000,Petrol,Individual,Manual,First Owner
Datsun GO A Option Petrol,2019,500000,10000,Petrol,Individual,Manual,First Owner
Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Petrol,Individual,Automatic,First Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,40000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLE,2017,650000,120000,Diesel,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,2013,600000,45000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2018,800000,35000,Diesel,Individual,Manual,First Owner
Hyundai i20 Sportz 1.4 CRDi,2015,575000,60000,Diesel,Individual,Manual,First Owner
Ford Figo 1.5P Titanium AT,2016,550000,40000,Petrol,Individual,Automatic,First Owner
Maruti SX4 Vxi BSIV,2011,190000,80000,Petrol,Individual,Manual,Third Owner
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,750000,37000,Diesel,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,2018,625000,22000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2013,300000,57000,Petrol,Individual,Manual,Second Owner
Maruti Ciaz 1.4 Alpha,2017,850000,27000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,2012,130000,70000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI,2015,400000,60000,Petrol,Individual,Manual,First Owner
Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2015,250999,43000,Petrol,Individual,Manual,Second Owner
Tata Manza Aqua Safire,2011,250000,110000,Petrol,Individual,Manual,Second Owner
Fiat Punto 1.2 Active,2009,100000,100000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI Optional,2016,450000,64000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel STD,2017,575000,96000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,400000,96000,Diesel,Individual,Manual,First Owner
Maruti Celerio X ZXI BSIV,2019,480000,7600,Petrol,Individual,Manual,First Owner
Maruti Celerio X ZXI BSIV,2019,490000,7000,Petrol,Individual,Manual,First Owner
Tata Indigo LX,2007,150000,120000,Diesel,Individual,Manual,Second Owner
Tata Bolt Quadrajet XM,2017,600000,50000,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX Option,2015,500000,50000,Diesel,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 Anniversary Edition,2015,425000,80000,Diesel,Individual,Manual,First Owner
Hyundai Accent DLS,2003,108000,200000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1030000,190000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,2015,360000,34000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Petrol Comfortline 1.2L,2012,290000,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,2011,400000,72000,Diesel,Individual,Manual,First Owner
Maruti Esteem DI,2003,70000,20000,Diesel,Individual,Manual,First Owner
Tata Sumo CX,2012,320000,70000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,975000,30000,Diesel,Individual,Manual,First Owner
Honda City i-VTEC CVT ZX,2019,1227000,5000,Petrol,Individual,Automatic,First Owner
Hyundai Verna 1.6 SX CRDi (O),2014,755000,29340,Diesel,Individual,Manual,First Owner
Ford Figo Diesel LXI,2011,215000,120000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era,2007,190000,70000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1365000,80800,Diesel,Individual,Manual,Second Owner
Honda Jazz 1.2 VX i VTEC,2018,675000,24265,Petrol,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2014,438999,81000,Diesel,Dealer,Manual,First Owner
Renault Lodgy Stepway 110PS RXZ 7S,2015,550000,240000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VXI,2013,409999,35000,Petrol,Individual,Manual,First Owner
Renault KWID RXT Optional,2019,350000,15000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel,2012,135000,49000,Diesel,Individual,Manual,Third Owner
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2016,1490000,56900,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,2014,520000,70000,Diesel,Individual,Manual,Second Owner
Hyundai Accent GLE,2005,80500,50000,Petrol,Individual,Manual,Third Owner
Maruti Ritz VDi,2013,375000,88200,Diesel,Individual,Manual,First Owner
Maruti Swift VXi BSIV,2006,189000,93000,Petrol,Individual,Manual,Second Owner
Honda Amaze E Option i-DTEC,2017,550000,120000,Diesel,Individual,Manual,First Owner
Ford Fiesta EXi 1.4 TDCi Ltd,2011,260000,110000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire AMT ZDI,2016,650000,50000,Diesel,Individual,Automatic,Second Owner
Maruti Swift Dzire VDI,2013,480000,80000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,700000,40000,Diesel,Individual,Manual,First Owner
Maruti Ertiga VDI,2015,650000,110000,Diesel,Individual,Manual,Third Owner
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,1300000,48000,Diesel,Individual,Manual,Second Owner
Volkswagen Jetta 2.0L TDI Highline AT,2016,1350000,97000,Diesel,Individual,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline AT,2016,1000000,60000,Diesel,Individual,Automatic,First Owner
Mercedes-Benz M-Class ML 350 4Matic,2011,1700000,110000,Diesel,Individual,Automatic,Third Owner
Toyota Yaris V CVT BSIV,2018,1080000,12800,Petrol,Individual,Automatic,First Owner
Hyundai EON D Lite,2012,170000,40000,Petrol,Individual,Manual,First Owner
Maruti Swift DDiS VDI,2017,610000,49000,Diesel,Individual,Manual,First Owner
Maruti Ritz VXi,2014,350000,25000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,260000,65000,Petrol,Individual,Manual,Second Owner
Fiat Linea 1.3 Multijet Emotion,2015,700000,20000,Diesel,Individual,Manual,First Owner
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,678000,17000,Petrol,Individual,Manual,First Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,800000,15000,Diesel,Individual,Manual,First Owner
Toyota Etios GD,2014,400000,120000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Magna,2010,300000,49000,Petrol,Individual,Manual,First Owner
Hyundai i20 2015-2017 Magna 1.2,2016,520000,29000,Petrol,Individual,Manual,First Owner
Nissan Terrano XV D Premium AMT,2017,850000,55000,Diesel,Individual,Automatic,First Owner
Maruti Alto K10 VXI,2015,300000,40000,Petrol,Individual,Manual,First Owner
Honda City 1.5 S Inspire,2010,350000,120000,Petrol,Individual,Manual,Second Owner
Maruti Omni LPG STD BSIV,1999,70000,100000,LPG,Individual,Manual,Fourth & Above Owner
Maruti Vitara Brezza ZDi,2019,892000,10000,Diesel,Individual,Manual,First Owner
Fiat Grande Punto Sport 90BHP,2012,285000,70000,Diesel,Individual,Manual,Second Owner
Hyundai i10 Magna LPG,2012,300000,60000,LPG,Individual,Manual,First Owner
Maruti Ciaz VDI SHVS,2016,620000,90000,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi,2017,750000,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,270000,35000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI,2014,560000,90000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2012,300000,40000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2012,300000,40000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Individual,Manual,First Owner
Tata Indigo CS eLX BS IV,2011,220000,80000,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,260000,99000,Petrol,Individual,Manual,Second Owner
Maruti Swift AMT VXI,2019,600000,7500,Petrol,Individual,Automatic,First Owner
Hyundai EON Magna Plus,2016,300000,40800,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XM,2015,300000,70000,Petrol,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,100000,Petrol,Individual,Manual,First Owner
Maruti Swift VXI BSIV,2016,550000,8588,Petrol,Individual,Manual,First Owner
Honda City i-DTEC V,2019,1200000,40000,Diesel,Individual,Manual,First Owner
Ford Figo 1.5D Trend MT,2015,500000,60000,Diesel,Individual,Manual,First Owner
Maruti Esteem Vxi - BSIII,2005,93000,80000,Petrol,Individual,Manual,Third Owner
Honda City i DTEC SV,2014,500000,110000,Diesel,Individual,Manual,First Owner
Toyota Platinum Etios 1.4 GXD,2018,670000,150000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 VX 7 STR,2012,750000,120000,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 VXI,2017,370000,30000,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz 1.1L,2016,425000,50000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 V Diesel 8-seater,2006,370000,305000,Diesel,Individual,Manual,Fourth & Above Owner
Tata New Safari DICOR 2.2 EX 4x2,2009,229999,212000,Diesel,Individual,Manual,Third Owner
Maruti Ertiga SHVS VDI,2016,850000,35000,Diesel,Individual,Manual,First Owner
Mahindra Verito 1.5 D4 BSIV,2018,750000,22000,Diesel,Individual,Manual,First Owner
Tata Winger Deluxe - Flat Roof (Non-AC),2010,235000,50000,Diesel,Individual,Manual,First Owner
Honda WR-V i-DTEC S,2017,700000,70000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2016,480000,56000,Diesel,Individual,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XM,2016,475000,50000,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition,2015,610000,120000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 G4 Diesel 8-seater,2011,650000,120000,Diesel,Individual,Manual,Second Owner
Honda WR-V i-DTEC S,2017,800000,70000,Diesel,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2015,520000,120000,Diesel,Individual,Manual,First Owner
Tata Indica V2 eLS,2014,160000,90000,Diesel,Individual,Manual,First Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,1000000,70000,Diesel,Individual,Manual,First Owner
Maruti Ertiga VDI,2015,700000,120000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI,2002,140000,80000,Petrol,Individual,Manual,Second Owner
Mahindra TUV 300 mHAWK100 T8,2017,725000,100000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1680000,157000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2015,550000,50000,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,2012,240000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Captiva 2.2 LT,2013,667000,65000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2015,550000,110000,Diesel,Individual,Manual,First Owner
Maruti Celerio ZXI,2015,400000,30000,Petrol,Individual,Manual,First Owner
Maruti Ertiga LXI,2015,599000,70000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 CRDi S,2016,725000,100000,Diesel,Individual,Manual,First Owner
Honda City i VTEC V,2015,525000,120000,Petrol,Individual,Manual,Second Owner
Maruti Ritz VDi,2011,204999,85000,Diesel,Individual,Manual,Second Owner
Skoda Fabia Scout 1.2 TDI,2012,190000,110000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 CRDi Sportz,2016,380000,90000,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,2012,204000,110000,Petrol,Individual,Manual,Third Owner
Hyundai EON 1.0 Era Plus,2018,350000,25000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2013,350000,100000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2012,175000,120000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Diesel Highline,2011,340000,90000,Diesel,Individual,Manual,First Owner
Honda City i-VTEC VX,2017,950000,35000,Petrol,Individual,Manual,First Owner
Honda City i VTEC V,2017,894999,35000,Petrol,Individual,Manual,First Owner
Tata Sumo Gold EX,2014,350000,101200,Diesel,Individual,Manual,Second Owner
Tata Indigo GLX,2005,100000,90000,Petrol,Individual,Manual,Second Owner
Tata Indigo LX,2004,100000,60000,Diesel,Individual,Manual,Third Owner
Mahindra XUV500 W6 2WD,2016,800000,90000,Diesel,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX BSIII,2013,525000,80000,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,2008,500000,179150,Diesel,Individual,Manual,Second Owner
Maruti 800 Std MPFi,2003,42000,62000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire 1.2 Lxi BSIV,2009,190000,160000,Petrol,Individual,Manual,Third Owner
Maruti Swift Dzire VDI,2019,694000,35000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 AT W6 2WD,2016,861999,120000,Diesel,Individual,Automatic,First Owner
Honda Amaze SX i-DTEC,2017,650000,50000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDi,2011,310000,70000,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI,2013,360000,97000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LDi,2011,240000,90000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W8 AWD,2012,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner
Toyota Innova 2.5 GX 7 STR,2010,475000,100000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2007,100000,60000,Petrol,Individual,Manual,Third Owner
Maruti SX4 Zxi BSIII,2009,200000,110000,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.5 G2,2006,430000,264000,Diesel,Individual,Manual,First Owner
Mahindra Xylo E4 BS IV,2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Swift Dzire VDI,2014,450000,70000,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017,800000,51146,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017,760000,50000,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2015,416000,80000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI BSIII,2011,195000,120000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 VXI,2017,325000,23000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 LXI,2010,145000,70000,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,2018,675000,23000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,2016,340000,30000,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,2014,260000,40000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015,300000,50000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2007,75000,60000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista TDI LX,2011,350000,80000,Diesel,Individual,Manual,First Owner
Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2010,170000,150000,Diesel,Individual,Manual,Third Owner
Maruti Swift Dzire Tour S CNG,2018,600000,40000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V AT,2010,800000,25000,Petrol,Individual,Automatic,First Owner
Force One EX,2018,850000,120000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W6 2WD,2014,980000,120000,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi AMT,2018,900000,50000,Diesel,Individual,Automatic,Second Owner
Maruti Swift Dzire VDi,2010,310000,120000,Diesel,Individual,Manual,Second Owner
Maruti Ertiga ZDI,2013,600000,60000,Diesel,Individual,Manual,Third Owner
Maruti Swift Dzire ZDi,2008,270000,149000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Sportz BSIV,2019,509999,5000,Petrol,Individual,Manual,First Owner
Tata Indica Vista TDI LX,2013,225000,70000,Diesel,Individual,Manual,Second Owner
Hyundai i10 Magna,2015,280000,55000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,100000,Diesel,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 Plus AC,2013,440000,120000,Diesel,Individual,Manual,First Owner
Tata Safari Storme EX,2014,500000,291977,Diesel,Individual,Manual,First Owner
Honda CR-V 2.4L 4WD,2005,476999,85000,Petrol,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 S,2015,590000,70000,Petrol,Individual,Manual,Third Owner
Ford Endeavour 2.5L 4X2 MT,2010,500000,120000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,40000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio 1.99 S4,2016,750000,70000,Diesel,Individual,Manual,First Owner
BMW 3 Series 320d GT Luxury Line,2017,2950000,39000,Diesel,Dealer,Automatic,First Owner
BMW 5 Series 520d Luxury Line,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI Optional,2018,690000,52200,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Magna,2016,409999,78000,Diesel,Dealer,Manual,First Owner
Tata Harrier XZ Plus,2020,1650000,16000,Diesel,Dealer,Manual,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2016,2375000,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,2017,525000,29000,Diesel,Dealer,Manual,Second Owner
Jeep Compass 2.0 Limited Plus 4X4,2019,2150000,25000,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 W8 2WD,2013,540000,60000,Diesel,Individual,Manual,Second Owner
Toyota Fortuner 4x4 AT,2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner
Mahindra Scorpio 1.99 S10 4WD,2016,1000000,112000,Diesel,Dealer,Manual,Second Owner
Audi A4 35 TDI Premium Plus,2018,2900000,15000,Diesel,Dealer,Automatic,First Owner
Mahindra TUV 300 mHAWK100 T8,2017,725000,40000,Diesel,Dealer,Manual,First Owner
Maruti Ciaz Alpha Diesel,2018,975000,36000,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI,2016,355000,60000,Petrol,Dealer,Manual,First Owner
Honda CR-V 2.4L 4WD MT,2008,400000,120000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 VXI BSIV,2015,265000,48000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,Diesel,Dealer,Manual,First Owner
Maruti Ciaz 1.3 Alpha,2017,720000,60000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT S,2016,850000,25000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2015,290000,42000,Petrol,Individual,Manual,First Owner
Mercedes-Benz E-Class E 250 Elegance,2010,1200000,35000,Petrol,Individual,Automatic,Second Owner
Mahindra TUV 300 T8 AMT,2016,600000,90000,Diesel,Individual,Automatic,Second Owner
Maruti Ritz VDi,2011,300000,90000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,2009,240000,70000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2014,700000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,470000,70000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active 1.4 SX Dual Tone,2016,800000,80000,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2012,450000,90000,Diesel,Individual,Manual,First Owner
Tata Indica V2 DLE BSII,2007,90000,90000,Diesel,Individual,Manual,Third Owner
Toyota Corolla Altis Diesel D4DG,2010,450000,120000,Diesel,Individual,Manual,Second Owner
Toyota Etios Liva GD,2012,400000,107500,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.8 GX AT BSIV,2017,1465000,62000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX Plus,2016,925000,79000,Diesel,Dealer,Manual,First Owner
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1385000,60000,Diesel,Dealer,Manual,Second Owner
Toyota Fortuner 4x4 MT,2015,2000000,20000,Diesel,Individual,Manual,First Owner
